Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Mix
42,63248.98,5456.748333333334,5,4,4,3,11,10.0,1.48,8.0,424.98,34.64661567027422,0,119.47550255787289,220.81032934689887,455.3890014285616,Good
26,36628.57,2836.380833333333,5,4,15,1,12,19.0,14.46,1.0,982.98,26.75727748474881,1,24.55212741922102,33.09541527873613,465.9905406353762,Standard
27,36628.57,2578.5457214561275,5,4,15,1,12,19.0,11.46,1.0,982.98,31.39548832754947,1,282.3872392964268,161.4244727516907,357.66148316242163,Standard
-500,36628.57,2578.5457214561275,5,4,15,1,12,19.0,14.46,4.0,982.98,35.435323488961885,1,282.3872392964268,271.86435126495684,267.22160464915555,Standard
41,90894.08,7744.506666666667,5,5,1,4,9,16.0,10.12,5.0,49.52,39.09073493992147,0,259.74704062937474,342.9065804536307,451.7970455836614,Good
41,90894.08,7744.506666666667,5,5,1,4,9,14.0,10.12,5.0,49.52,31.097887081622748,0,259.74704062937474,279.3786615552866,515.3249644820054,Good
52,108171.63,9095.3025,3,4,7,3,14,9.0,5.24,4.0,461.19,26.712407180098047,0,145.8706334303925,315.64740580928134,738.0122107603262,Good
53,108171.63,9095.3025,3,4,7,3,14,9.0,5.24,4.0,461.19,26.610496736840247,0,145.8706334303925,227.1939085287361,776.4657080408714,Good
53,108171.63,9095.3025,3,4,7,3,15,9.0,5.24,4.0,461.19,36.21439865926615,0,145.8706334303925,181.85056311030576,821.8090534593017,Good
53,108171.63,9095.3025,3,4,7,3,15,9.0,5.24,4.0,461.19,38.45979276909864,0,145.8706334303925,112.26614747019748,901.39346909941,Good
31,18859.38,1360.615,6,4,5,4,14,16.0,3.41,6.0,330.26,28.303036265280326,1,40.29201026540228,39.94371606154391,325.82577367305385,Standard
31,18859.38,1360.615,6,4,5539,4,12,15.0,9.41,7.0,330.26,29.107054151264663,1,40.29201026540228,46.827348814265406,338.94214092033235,Standard
25,63010.84,5550.903333333333,1,5,6,1,16,12.0,8.19,1.0,180.51,25.58698065263133,0,34.692736274086435,186.21499263186897,584.1826044273779,Good
25,63010.84,5550.903333333333,1,5,6,1,16,12.0,8.19,1.0,180.51,41.353019787660045,0,34.692736274086435,188.5151004990533,601.8824965601934,Good
25,22115.475,1830.95625,4,6,1,2,13,10.0,11.25,5.0,510.55,30.278212803021173,0,29.429948902326306,69.86944199915467,373.7962340985191,Good
47,17098.88,1555.906666666667,7,4,9,4,9,19.0,7.14,5.0,1408.73,28.336990238656373,1,51.67002068288708,143.8729842323131,240.0476617514665,Standard
48,17098.88,1555.906666666667,7,4,9,4,11,19.0,7.14,5.0,1408.73,31.17262040231872,1,51.67002068288708,53.92805317767781,339.9925928061018,Standard
48,17098.88,1555.906666666667,7,4,9,4,15,17.0,7.14,5.0,1408.73,33.22094734898402,1,51.67002068288708,159.16694876411444,224.7536972196652,Standard
41,17493.02,1587.7516666666668,6,7,18,9,41,16.0,6.8,13.0,2542.76,35.31654302344308,1,101.62154723150944,145.4523916373991,201.7012277977581,Bad
41,17493.02,1587.7516666666668,6,7,18,9,41,16.0,6.8,13.0,2542.76,24.23134250670568,1,101.62154723150944,66.82829458454924,270.325324850608,Bad
41,17493.02,1587.7516666666668,6,7,18,9,41,18.0,6.8,13.0,2542.76,37.65959541792265,1,101.62154723150944,52.36105536082146,254.79256407433576,Bad
16,17075.64,1399.5250059144205,4,9,23,6,14,11.0,12.07,14.0,2577.15,30.12952409470385,1,192.1401776396819,58.6679029285236,299.533913517374,Standard
16,17075.64,1399.5250059144205,4,9,23,6,14,11.0,11.07,14.0,2577.15,26.70244386667493,1,76124.0,106.58778377301932,231.6140326728783,Standard
6693,17075.64,1399.5250059144205,4,9,23,6,14,11.0,11.07,14.0,2577.15,30.274777959832967,1,192.1401776396819,168.49936937589257,189.70244707000504,Standard
53,105870.6,8763.550000000001,7,3,5,4,23,14.0,3.98,7.0,1174.48,32.96419778539179,1,205.6522687340922,736.9865787385419,223.71615252736603,Standard
644,105870.6,8763.550000000001,7,3,5,4,26,11.0,3.98,7.0,1174.48,27.639548574318013,1,23783.0,574.0110222556873,356.69170901022073,Standard
53,159058.44,12240.562306885113,5,2,1,1,13,11.0,4.83,5.0,892.56,37.526467757329655,0,1247.0532503714094,1218.744876842143,297.09656590133665,Good
53,159058.44,12240.562306885113,5,2,1,1,13,11.0,4.83,5.0,892.56,34.647933165949205,0,1247.0532503714094,203.99654410656524,1261.8448986369144,Good
34,36068.94,3093.745000000001,8,5,13,4,30,17.0,12.989999999999998,10.0,2208.99,37.30477504575477,1,89.067476920528,86.68355615790009,393.62346692157206,Standard
20,59110.83,4408.84342677639,6,8,28,8,59,21.0,29.23,10.0,4105.86,24.82552019190565,1,605.5316643076349,489.6627636845573,65.8548952314179,Bad
-500,59110.83,4408.84342677639,6,8,28,8,60,21.0,22.23,10.0,4105.86,28.82032792537461,1,605.5316643076349,60.15099313970104,445.3666657762743,Bad
20,59110.83,4408.84342677639,6,1461,28,8,60,21.0,22.23,10.0,4105.86,26.802979919595604,1,605.5316643076349,70.61282358525682,434.9048353307185,Bad
22,76941.6,6540.8,6,4,17,6,13,20.0,14.13,8.0,23.0,31.756116237287262,1,203.9809002228722,121.138360693091,568.9607390840367,Standard
22,76941.6,6540.8,6,4,17,1361,13,20.0,16.130000000000006,8.0,23.0,29.09034935584904,1,203.9809002228722,10000.0,550.5885825912734,Standard
22,76941.6,6540.8,6,4,17,-100,13,19.0,14.13,9.0,23.0,31.48445724497439,1,203.9809002228722,121.8946591002185,578.2044406769094,Standard
33,39791.2,3491.933333333333,6,9,29,232,31,23.0,15.55,1672.0,1287.18,26.29457978050197,1,58.038855748253496,147.27295398522574,393.88152359985406,Bad
22,14475.63,1092.3025,7,7,10,2,17,11.0,19.97,10.0,1695.75,40.101130510061935,1,15.777018150811903,92.56384376275255,280.8893880864356,Standard
31,52256.67,4322.7225,10,5,21,3,60,26.0,19.69,13.0,2109.67,32.54647026834613,1,82.84402265818778,446.23811647638087,193.1901108654313,Bad
31,52256.67,4322.7225,10,5,21,3,61,25.0,19.69,13.0,2109.67,35.2987993837155,1,82.84402265818778,151.68783764119826,447.740389700614,Bad
22,28174.7,2259.891666666667,7,6,15,2,18,25.0,8.91,9.0,2053.1,33.73768667059023,1,42.21147707908634,202.9631796446245,270.81450994295585,Bad
30,64674.2,5675.516666666666,9,7,17,6,58,23.0,1.71,12.0,2374.96,29.23689945639184,1,197.226882969714,138.14241009562858,482.182373601324,Bad
30,64674.2,5675.516666666666,9,7,17,6,61,23.0,1.71,12.0,2374.96,35.95123613019509,1,197.226882969714,213.11468804746377,437.2100956494888,Bad
45,8540.855,561.7379166666666,10,10,26,3,29,19.0,13.54,11.0,2310.04,25.680025884102196,1,12.151200623775711,10.556351191917445,293.4662398509735,Standard
45,8540.855,561.7379166666666,10,10,26,3,29,19.0,13.54,11.0,2310.04,37.73469102822207,1,12.151200623775711,63.4775601921941,270.54503085069683,Standard
45,8540.855,561.7379166666666,10,10,26,3,30,19.0,13.54,11.0,2310.04,35.06067746318264,1,12.151200623775711,15.427858051802929,308.594732991088,Standard
36,29555.14,2663.9283333333333,7,3,13,5,26,17.0,9.04,6.0,1488.29,32.2521938846947,1,81.46542677045406,224.19015191810288,240.7372546447764,Standard
36,29555.14,2663.9283333333333,7,3,13,5,27,17.0,9.04,10.0,1488.29,30.59910502041119,1,81.46542677045406,112.4992727586376,322.42813380424167,Standard
7946,29555.14,2663.9283333333333,7,3,13,5,26,19.0,9.04,10.0,1488.29,26.626788533328643,1,81.46542677045406,151.43638581632783,303.4910207465515,Standard
27,125866.24,10420.853333333334,5,4,17,3,23,15.0,17.46,10.0,717.86,35.440185330975496,1,253.1964893810349,240.54706674573484,788.3417772065636,Standard
914,125866.24,10420.853333333334,5,4,17,3,28,961.0,17.46,10.0,717.86,41.9631769635996,1,253.1964893810349,268.8301908416704,770.058653110628,Standard
19,7780.49,368.37416666666667,8,5,33,-100,59,17.0,25.55,10.0,4108.42,26.03731474185728,1,17568.0,28.8575924057128,259.87195316158824,Bad
37,19366.73,1550.894166666667,7,3,20,2,18,19.0,13.18,7.0,990.39,39.883480933694855,1,26.48480664608252,35.716015805921785,352.8885942146624,Standard
38,7077.87,670.8225,4,3,17,7,10,18.0,14.44,6.0,1923.54,34.6320706237622,1,24.74499014614123,24.152220818055174,308.18503903580364,Standard
41,99858.15,8310.5125,3,8,8,4,18,9.0,9.43,5.0,1392.72,35.034164026579425,0,190.6142563294377,219.1955597628366,671.2414339077256,Good
41,99858.15,8310.5125,3,8,8,4,18,6.0,9.43,5.0,1392.72,27.403362132823464,0,190.6142563294377,523.9894440229483,376.447549647614,Good
34,9822.235,1057.5195833333332,10,5,22,6,46,16.0,20.99,13.0,4960.88,32.76079997308939,1,44.08872736169317,36.03905678253764,315.6241741891025,Bad
35,19755.43,1744.7182919362594,7,6,20,8,44,16.0,23.89,184.0,3671.84,26.025207967496037,1,85.9720963903574,71.84797348028745,255.17605485976227,Bad
35,19755.43,1744.7182919362594,7,6,20,8,44,19.0,23.89,10.0,3671.84,29.48059363438661,1,85.9720963903574,212.75952408233425,154.2645042577155,Bad
40,19675.36,1440.6133333333337,9,4,14,4,10,8.0,13.31,9.0,1036.37,27.772009753364596,1,40.559410230765536,10000.0,205.21038060788788,Standard
40,19675.36,1440.6133333333337,9,4,14,4,10,8.0,13.31,9.0,1036.37,24.35143057176396,1,40.559410230765536,40.49890324734097,313.0030198552268,Standard
26,36412.86,3054.405,7,4,7,3,20,19.0,4.06,4.0,1485.18,36.63104345482,0,71.17851038802098,178.3753329125848,335.8866566993943,Standard
42,93871.89,7849.6575,5,3,7,2,15,6.0,1.78,2.0,1128.58,31.41741455841736,0,93.60161742511627,501.25210771631,460.1120248585738,Good
35,27412.03,2499.335833333333,6,7,15,3,14,16.0,8.74,6.0,80.06,24.75984472300825,1,56.247442700729046,157.35582406698708,316.3303165656172,Standard
32,79748.92,6883.743333333333,5,3,14,1,16,12.0,4.2,4.0,1069.89,34.198111359953444,1,55.83916080661011,479.77634379456674,442.7588287321564,Standard
54,67712.58,5549.715,3,5,15,1,9,18.0,4.92,1.0,588.81,29.980432590876603,0,31.297835389824165,748.8650611918233,64.8086034183525,Standard
38,7343.865,692.98875,3,5,5192,3,25,10.0,11.66,7.0,116.26,35.07623586616797,1,10.433871985960543,58.11068392560849,290.75431908843103,Standard
38,7343.865,692.98875,4,6,11,3,25,12.0,11.66,7.0,116.26,31.631874903888377,1,10.433871985960543,50.93826667745417,297.9267363365853,Standard
38,7343.865,692.98875,4,6,11,3,25,10.0,11.66,7.0,116.26,26.124671533781672,1,10.433871985960543,52.723156082054594,276.14184693198484,Standard
30,54858.75,4327.5625,7,7,16,5,8,19.0,11.74,9.0,2229.82,32.52605141612411,1,144.29915839059998,87.61327542144244,450.8438161879577,Standard
30,54858.75,4327.5625,7,7,16,5,8,18.0,11.74,9.0,2229.82,38.70389700273084,1,144.29915839059998,132.39001173900763,416.06707987039255,Standard
46,20813.98,1484.4983333333332,837,7,12,7,13,14.0,12.66,10.0,720.08,38.2050924595197,1,83.33123676627393,91.00334909516016,264.11524747189924,Standard
7148,76577.84,6597.486666666668,4,4,19,7,18,18.0,13.01,10.0,2291.05,38.488426135223065,1,286.82453584444767,109.27150185856028,503.65262896365874,Standard
31,137123.88,11198.99,2,1,6,653,14,5.0,9.38,3.0,1227.49,42.27963577077264,0,299.9941206765977,185.36454707340283,884.5403322499997,Good
31,137123.88,11198.99,2,1,6,3,14,5.0,9.38,3.0,1227.49,42.751806558744136,0,299.9941206765977,258.2196011959681,811.6852781274342,Good
56,35012.78,2964.731666666666,8,4,9,2,21,16.0,6.0600000000000005,0.0,279.53,33.41952718914641,1,41.40806011579426,169.5325763582514,375.532530192621,Standard
-500,35012.78,2964.731666666666,8,4,9,2,26,15.0,10.06,0.0,279.53,27.51642359993281,1,41.40806011579426,173.29271416566633,371.77239238520616,Standard
56,35012.78,2964.731666666666,8,4,9,2,26,15.0,10.06,0.0,279.53,25.55450555450012,1,41.40806011579426,83.60567625377494,431.4594302970975,Standard
46,9654.91,1053.575833333333,6,3,15,2,31,952.0,8.23,11.0,968.34,24.45997905622298,1,11.63328283789586,68.31539769709372,315.40890279834383,Standard
27,34508.66,2617.721666666667,8,7,26,5,42,13.0,26.14,10.0,2823.83,33.22905922028663,1,97.21312050425594,57.58518742722271,356.97385873518806,Bad
27,34508.66,2617.721666666667,8,7,26,5,47,16.0,26.14,15.0,2823.83,34.63456626029079,1,97.21312050425594,73.68613417277875,370.872911989632,Bad
29,55384.41,4825.3675,6,8,34,8,56,26.0,24.26,8.0,4151.04,37.68315644941863,1,205.48804885463412,99.80631640251336,417.24238474285255,Bad
43,10418.315,672.571436539939,7,5,28,6,18,23.0,7.51,11.0,2484.72,31.717494359702982,1,62.72004895760057,24.89729224496775,277.9234305908261,Bad
28,75257.64,6312.47,7,3,19,4,10,9.0,7.37,5.0,499.04,32.306761472537296,1,129.32810851299192,493.2440636259253,288.67482786108286,Standard
21,111642.18,9316.515,5,5,6,2,9,9.0,2.29,5.0,1236.68,39.20170207209298,0,93.6486517685578,75.32760853007925,1002.6752397013628,Good
43,56366.58,4897.215,5,3,20,2,15,20.0,19.93,7.0,327.8,36.5182630299992,1,65.36005762331358,467.19949956969833,247.16194280698812,Standard
44,56366.58,4897.215,5,3,20,2,11,20.0,17.93,7.0,327.8,34.82438884332579,1,65.36005762331358,573.1426777168623,141.21876465982427,Standard
27,22709.94,2057.495,6,7,13,4,8,11.0,11.59,5.0,994.73,38.58412370898443,0,44.98950838750849,188.1996057297913,262.5603858827002,Standard
44,27794.43,2160.654365714653,7,3,9,2,27,11.0,15.25,5.0,371.41,38.491186470023365,1,137.4515639107549,163.56222651831885,297.8545938562729,Standard
38,84609.78,6579.689941163396,5,4,1,3,28,9.0,3.82,1.0,254.3,40.28658952329282,0,797.5888866245722,142.760596617242,668.3570755947895,Good
37,88827.54000000002,7199.295000000001,5,5,7,4,12,11.0,15.78,7.0,512.09,33.13863476991958,1,277.0436089692144,191.30783892315517,501.5780521076307,Standard
29,8241.75,843.8125,8,6,19,2,29,23.0,8.89,16.0,2656.51,26.81901619302889,1,12.410539347329676,94.9792841761701,266.99142647650024,Bad
29,8241.75,843.8125,7,5,19,-100,29,22.0,4.8900000000000015,16.0,2656.51,31.69861056047857,1,12.410539347329676,69.75625923543802,292.21445141723234,Bad
27,88412.01,7495.6675,1,4,11,3,20,8.0,0.55,5.0,957.82,25.51969131446991,0,199.49297647263663,483.9169678803612,346.1568056470021,Good
27,88412.01,7495.6675,1,4,11,3,20,8.0,0.55,5.0,957.82,28.315719390009196,0,199.49297647263663,442.14047313321856,377.9333003941449,Good
27,88412.01,7495.6675,1,4,11,3,20,11.0,0.55,5.0,957.82,25.856904007185022,0,199.49297647263663,122.05860457354171,678.0151689538217,Good
16,9427.945,921.6620833333332,6,6,28,7,38,25.0,9.67,11.0,2358.57,33.570417386999466,1,48.0947119375295,49.40923771914616,284.66225867665764,Bad
49,56609.58,4726.465,8,3,10,2,23,13.0,8.59,0.0,548.32,38.57473997792649,1,73.93347450006742,106.33210492555575,542.3809205743769,Standard
18,33390.92,3068.5766666666664,7,10,19,-100,52,18.0,23.73,12.0,3513.91,38.082268295423866,1,178.0920558899703,252.6204338675689,156.14517690912746,Bad
35,50778.48,4501.54,6,6,18,7,25,11.0,13.52,6.0,1554.93,36.15330080080185,1,152.95704567550013,163.58855866236817,393.60839566213167,Standard
54,57365.73,4420.592438963689,8,4,8,2,28,8.0,13.82,4.0,997.45,38.73327421901252,1,387.2760671620287,101.55907084673096,544.0976730275497,Standard
54,57365.73,4420.592438963689,8,4,8,2,28,8.0,15.82,4.0,997.45,35.41687118298113,1,387.2760671620287,277.6603516622481,377.9963922120326,Standard
54,57365.73,4420.592438963689,8,4,8,2,28,8.0,13.82,7.0,997.45,35.66286269591252,1,387.2760671620287,232.76681973115245,422.8899241431282,Standard
42,16511.395,1528.949583333333,2,5,8,2,3,0.0,7.91,4.0,1206.07,31.64441960660593,0,14.483454591595663,189.71657515431187,238.6949285874258,Good
43,16511.395,1528.949583333333,2,5,8,2,6,1.0,7.91,5.0,1206.07,29.58524667545167,0,14.483454591595663,43.61984536523215,364.79165837650567,Good
24,40289.79,3073.4825,5,6,10,2,11,8.0,0.89,3.0,1073.74,33.41907363042395,0,38.97639028622972,259.011827489111,279.36003222465934,Good
24,40289.79,3073.4825,5,6,10,2,11,11.0,0.89,3.0,1073.74,31.546959945435265,0,38.97639028622972,152.38073872532655,405.99112098844375,Good
43,82757.96,6692.496666666668,6,9,30,6,61,21.0,19.09,14.0,4340.03,33.97722191094861,1,384.751743998896,278.1455143015696,286.35240836620096,Bad
36,79062.44,6854.536666666668,8,6,5,4,8,1571.0,15.63,5.0,426.07,35.590937494042294,1,182.58954992370144,136.12787314815714,606.7362435948082,Standard
15,34506.14,3032.5116666666668,10,7,32,523,34,18.0,9.66,10.0,3572.04,31.24628476407127,1,116.66019592872247,316.1394086801572,160.45156205778704,Bad
15,34506.14,3032.5116666666668,10,7,32,5,37,21.0,12.66,10.0,3572.04,29.07966047900321,1,116.66019592872247,380.6891121884241,95.90185854952011,Bad
15,34506.14,3032.5116666666668,10,7,32,5,37,23.0,11.66,10.0,3572.04,32.97814241030594,1,116.66019592872247,283.28144352568984,193.3095272122544,Bad
46,17502.19,1380.5158333333331,7,5,6,5,5,11.0,12.32,4.0,251.99,29.524804685174928,1,52.99951406455877,159.10216112772278,215.9499081410517,Standard
20,16594.59,1497.8825,9,7,34,2,49,13.0,18.02,10.0,2136.82,30.26061804523665,1,15.54439830031542,10000.0,367.4051516074797,Standard
39,106119.68,9128.306666666664,3,5,18,3,8,14.0,19.95,10.0,336.54,27.842669266121675,1,256.32974338951124,556.4555934072104,390.04532986994496,Standard
39,106119.68,9128.306666666664,3,5,18,3,7,17.0,19.95,10.0,336.54,35.54401621259736,1,256.32974338951124,228.5704314896661,687.9304917874894,Standard
24,10287.56,788.2966666666665,5,5,21,4,15,20.0,16.66,4.0,2698.94,25.44774364928853,1,32.83336911729712,64.22133613673003,251.7749614126396,Standard
24,10287.56,788.2966666666665,5,5,21,4,15,17.0,13.66,4.0,2698.94,37.84318346928799,1,32.83336911729712,10000.0,269.2542176599568,Standard
23,15134.06,1018.1716666666664,7,7,29,7,38,16.0,0.0300000000000002,14.0,2548.54,30.951231170175014,1,71.76209770779678,76.34415795780134,243.71091100106847,Bad
42,34855.08,2847.59,5,7,23,5,7,14.0,2.2200000000000006,11.0,1652.88,31.39217274268657,1,136.54267191977272,79.09517878545725,319.12114929477,Standard
42,34855.08,2847.59,5,7,23,5,9,14.0,8.22,11.0,1652.88,31.03889709165953,1,30544.0,28.39515581063507,359.8211722695923,Standard
26,30789.35,2738.7791666666667,5,4,7,4,5,5.0,5.72,6.0,1106.11,28.30737332030107,0,73.86569999494921,316.62221869794007,173.38999797377738,Good
15,32629.08,2672.09,7,5,30,7,49,25.0,9.27,9.0,2012.34,29.14730220073017,1,147.6795542225183,111.87144982557584,257.6579959519059,Bad
17,17196.13,1481.0108333333335,9,7,32,7,41,18.0,17.45,11.0,3495.11,34.369088237253784,1,74.73334890870491,71.95528464443491,291.41244978019347,Bad
17,17196.13,1481.0108333333335,9,7,32,7,44,18.0,17.45,11.0,3495.11,37.441555651155376,1,75214.0,35.10669896422985,278.2610354603986,Bad
20,8538.405,992.53375,7,5,30,6,28,23.0,24.73,9.0,4171.09,39.91155524050768,1,27.17578271122804,10000.0,259.0894426072504,Bad
45,31287.48,2858.29,10,5,22,8,36,21.0,25.93,6.0,4712.1,33.391408942263325,1,129.49846650381724,51.79620438005579,364.5343291161269,Bad
45,31287.48,2858.29,10,5,22,8,36,20.0,22.93,6.0,4712.1,32.6263459581345,1,129.49846650381724,115.17107760623917,291.1594558899436,Bad
28,102910.11000000002,8707.8425,7,6,11,2,29,15.0,19.1,8.0,930.24,33.317758441867376,1,166.0483202490832,369.6550968516624,605.0808328992546,Standard
7753,102910.11000000002,8707.8425,7,6,11,2,29,16.0,19.1,8.0,930.24,28.403279990611377,1,166.0483202490832,318.0352637878495,646.7006659630674,Standard
34,40032.16,3465.013333333334,5,5,3,2,15,9.0,5.08,6.0,1058.13,32.123388750079776,0,64.38721911933311,83.58662528817331,448.52748892582696,Good
35,40032.16,3465.013333333334,5,5,3,2,15,8.0,5.08,6.0,1058.13,34.34732929538009,0,64.38721911933311,94.43571053735644,437.6784036766438,Good
24,9691.01,622.5841666666666,8,7,18,9,22,18.0,21.7,7.0,3416.97,33.34076123740088,1,66.96393607480513,35.731073054196074,249.56340753766543,Bad
39,40026.12,3074.173534971804,6,10,22,7,46,21.0,1.64,8.0,1472.86,27.09126471722328,1,315.4602500675712,31.131671600393148,332.09554336023206,Bad
19,19098.69,1509.5575,8,10,22,9,41,20.0,24.84,10.0,4964.77,28.151754031995058,1,95.42339345987509,104.88324153502596,240.64911500509896,Bad
19,19098.69,1509.5575,8,10,22,9,46,17.0,24.84,12.0,4964.77,38.32478477010821,1,95.42339345987509,70.55458750272689,264.97776903739805,Bad
39,36238.86,3095.905,8,7,11,3,15,15.0,7.18,9.0,1166.64,38.87246536730442,0,60.77391435762571,59.38609655314757,429.43048908922674,Good
39,36238.86,3095.905,8,7,11,3,15,15.0,7.18,9.0,1166.64,25.501546220895253,0,60.77391435762571,28.24311985642425,460.5734657859501,Good
40,9084.52,856.0433333333334,8,7,33,6,29,23.0,6.0,11.0,2503.76,32.49995894201686,1,38.263068384181096,83.19907758331877,244.14218736583348,Bad
19,172074.88,14238.573333333336,2,6,11,3,11,9.0,11.6,5.0,59.21,44.09260093323793,0,391.62936955658967,298.7130417505774,973.5149220261663,Good
19,172074.88,14238.573333333336,2,6,11,3,11,10.0,15.6,5.0,59.21,35.38693328395079,0,391.62936955658967,294.9655779461086,977.2623858306353,Good
42,32854.74,2452.895,620,10,31,5,21,18.0,27.6,12.0,4192.94,26.987166855739588,1,76.2153515529319,179.80670156006605,259.26744688700205,Bad
42,39231.42,3202.285,6,9,23,3,37,5.0,8.33,8.0,1720.78,34.832045961711245,1,49.07273644040175,101.06653100465236,430.0892325549459,Standard
53,43249.78,3538.148333333333,5,5,5,3,8,2.0,11.43,5.0,1475.99,25.693591877325566,0,97.25829537419808,64.17865904478938,432.377878914346,Good
53,43249.78,3538.148333333333,5,5,5,3,5,2.0,11.43,5.0,1475.99,35.50381755265147,0,97.25829537419808,165.3151239337329,361.2414140254024,Good
44,79980.52,6712.043333333334,7,9,24,7,30,23.0,23.72,16.0,3921.14,21.24807121768862,1,287.9370711819461,544.0566984671518,109.21056368423552,Bad
44,79980.52,6712.043333333334,7,9,24,7,30,23.0,23.72,16.0,3921.14,39.35346728999775,1,287.9370711819461,193.3362218903873,449.9310402610001,Bad
44,79980.52,6712.043333333334,7,9,24,-100,30,23.0,23.72,16.0,3921.14,21.960932074640407,1,287.9370711819461,557.8372390088399,105.43002314254744,Bad
36,85325.24,7395.436666666667,3,4,10,1,18,12.0,5.5,7.0,1264.92,28.426315114902536,1,31249.0,10000.0,689.6130666892186,Standard
39,93189.93,8037.8275,2,2,3,3,8,12.0,10.65,3.0,114.44,32.034221873415234,0,144.67094715527253,53.736818010060965,845.3749848346664,Good
29,40972.04,3623.336666666666,8,6,26,5,24,3863.0,16.88,17.0,1803.13,23.92658556520928,1,147.8958518517545,474.1937859935205,30.24402882139168,Standard
29,40972.04,3623.336666666666,8,6,26,5,20,10.0,10.88,17.0,1803.13,24.83920904995948,1,147.8958518517545,84.13036784906386,370.3074469658483,Standard
29,14383.03,1109.5858333333333,8,10,29,5,54,24.0,8.03,12.0,2350.45,28.836947696093677,1,51.36447606715608,126.96473148769968,222.6293757784776,Bad
44,20889.64,1616.803333333333,10,10,22,6,23,23.0,-1.58,13.0,2578.2,28.0053127446634,1,103.13108512686917,54.97172269255832,293.57752551390587,Bad
44,20889.64,1616.803333333333,10,10,22,6,26,24.0,1.42,13.0,2578.2,28.669266462028947,1,103.13108512686917,203.5126346810229,145.03661352544128,Bad
51,21751.53,2002.6275,6,3,7,4,4,9.0,4.02,3.0,1211.85,25.40999325007917,0,48.500399953983965,45.73897538431829,356.02337466169774,Standard
27,9852.775,1102.0645833333333,7,8,25,9,28,19.0,5.59,7.0,4887.73,37.35855792810896,1,61.10009748451788,47.92319982545721,291.18316102335825,Bad
32,42122.43,3451.2025,7,10,5304,4,50,20.0,19.3,7.0,2589.31,28.18246577223126,1,114.88713289699776,206.47035617086345,313.7627609321388,Standard
21,37607.28,2842.94,3,6,17,3,15,14.0,15.0,1834.0,1361.67,25.30699080215452,1,81.81690606825181,240.50308767156312,251.9740062601851,Standard
21,37607.28,2842.94,3,6,17,3,16,12.0,15.0,13.0,1361.67,31.87015304933148,1,81.81690606825181,376.4360105217432,116.04108341000506,Standard
36,59658.09,5250.5075,8,6,8,5,19,10.0,10.6,6.0,2034.67,35.55323572021946,1,235.4214888546128,135.43053721920268,404.19872392618447,Standard
37,59658.09,5250.5075,8,6,8,5,14,12.0,10.6,8.0,2034.67,37.39460007386758,1,235.4214888546128,149.31075823542258,400.3185029099646,Standard
37,59658.09,5250.5075,8,6,8,5,19,11.0,10.6,8.0,2034.67,38.99488947082828,1,235.4214888546128,547.0657924271586,32.56346871822859,Standard
40,34625.24,3006.436666666666,3,6,10,5,18,13.0,19.87,10.0,2386.46,25.518872276400444,1,117.75232040019112,225.2370075283686,227.65433873810693,Standard
34,19068.01,1413.000833333333,7,6,31,7,14,8.0,19.0,10.0,1575.5,31.97249307533148,1,57.1539204569821,185.22018395115552,188.9259789251957,Standard
56,29616.72,2043.8834723962368,2,1,2676,2,15,4.0,5.83,7.0,189.92,24.103385989037022,0,171.08085102900313,120.80583741599528,359.9958391587651,Good
30,19159.565,1385.6304166666666,1,6,11,2,6,10.0,1.8,3.0,677.58,29.616048496252155,0,24.53485516137741,115.66790638938886,288.3602801159004,Good
26,18309.54,1301.795,3,5,22,2,6,9.0,14.15,16.0,1909.03,25.253701795795088,1,21.25323932241961,112.52303483806472,276.4032258395157,Standard
26,18309.54,1301.795,3,5,22,2,8,9.0,18.15,16.0,1909.03,33.598849129976514,1,21.25323932241961,138.48892710475616,260.43733357282434,Standard
26,18309.54,1301.795,3,5,22,2,1,9.0,18.15,16.0,1909.03,31.60236310123901,1,21.25323932241961,10000.0,327.78244034263395,Standard
43,80754.16,6692.513333333332,5,9,20,7,15,11.0,8.19,12.0,2587.15,33.029618229693995,1,392.17020307117167,196.06243194829952,331.0186983138624,Standard
44,80754.16,6692.513333333332,5,9,20,7,15,11.0,9.19,12.0,2587.15,37.379801135456326,1,392.17020307117167,303.66251364152083,263.41861662064093,Standard
38,14951.22,1214.935,7,10,17,8,53,21.0,23.79,12.0,3270.39,38.92668446922973,1,51.84110547722873,86.5679804014988,273.08441412127246,Bad
38,14951.22,1214.935,7,10,17,8,61,21.0,28.79,12.0,3270.39,29.44543722081995,1,51.84110547722873,76.98545308784385,252.66694143492745,Bad
41,15723.515,1173.2929166666663,5,6,8,2,30,20.0,17.98,12.0,700.2,31.438579552208296,1,20.89883028417313,49.88801804359091,316.5424433389026,Standard
40,14497.4,1040.1166666666666,6,10,25,6,58,27.0,19.54,12.0,4977.18,23.94812579182524,1,43.40016620906,93.3752756349699,257.2362248226368,Bad
